favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1,TweetDeck,"Me desculpem, boa noite @depchicoalencar @reportercrime",,False,Thu Apr 01 01:35:34 +0000 2010,3,11398669496
14,Twitter Web Client,"Sigam meus filhos, @flaviobolsonaro e @carlosbolsonaro, eles refletem meus pensamentos diariamente e dominam mto melhor o twitter. Selva!",,False,Mon Apr 26 11:55:08 +0000 2010,24,12878424628
24,TweetDeck,"#debate64 O Brasil exportanto novelas, gays ganhando BBBs, PSOL defendendo a ñ extradição do criminoso Battisti.",,False,Thu Apr 01 02:40:38 +0000 2010,38,11401795656
3,TweetDeck,"#Debate64 Wilson Simonal foi perseguido pela esquerda. daquela época temos Roberto Carlos, Jair Rodrigues, Caetano Veloso e outros.",,False,Thu Apr 01 02:44:59 +0000 2010,1,11402000646
21,TweetDeck,Boa noite a todos @depchicolanecar @reportercrime,,False,Thu Apr 01 01:33:17 +0000 2010,21,11398556610
5,TweetDeck,"#debate64 O Governo se fez enérgico. Os q pegaram em armas, acusavam os militares de violentos, buscando votos e indenizações milionárias.",,False,Thu Apr 01 02:02:37 +0000 2010,3,11399973381
1,Twitter Web Client,"Apresento aos senhores, o meu filho, Flávio Bolsonaro, candidato à Deputado estadual no RJ. http://youtu.be/amXpBLBWXvw",,False,Thu Jul 08 17:31:15 +0000 2010,4,18050756616
0,tvoto,Acabei de votar no @tvoto para Deputado Federal. Vote você também http://migre.me/XGrV #tvoto,,False,Fri Jul 16 19:14:27 +0000 2010,1,18709519797
1,tvoto,Acabei de votar no @tvoto para Deputado Estadual. Vote você também http://migre.me/XGrV #tvoto,,False,Fri Jul 16 19:17:10 +0000 2010,4,18709678447
6,TweetDeck,"#debate64 O PIB de Médici, Geisel e Costa e Silva foram mto maiores q os d Lula e FHC. Tentam desqualificar chamando  d Milagre este período",,False,Thu Apr 01 03:12:32 +0000 2010,17,11403320432
1774,TweetDeck,#debate64 O Bolsa-farelo (família) vai manter esta turma no Poder.,,False,Thu Apr 01 03:32:48 +0000 2010,1109,11404282221
7,TweetDeck,"#debate64 Jô Soares fez show na Academia Militar das Agulhas Negras, em 1974. Como cadete paguei p/ vê-lo. Q CENSURA É ESSA?",,False,Thu Apr 01 02:57:39 +0000 2010,8,11402597951
1,TweetDeck,"Passamos da 49a. p/ 8a. economia do mundo. Pleno emprego. Hidrelétricas, portos, Ponte Rio-Niterói, etc. De ruim, nasceu o PT em 1980.",,False,Thu Apr 01 03:04:55 +0000 2010,12,11402955634
0,Twitter Web Client,SIGAM @VerBolsonaro e @FlavioBolsonaro.,,False,Wed May 12 18:39:26 +0000 2010,5,13865589942
1,Twitter Web Client,Somos radicalmente CONTRA A LIBERAÇÃO DAS DROGAS. Leiam artigo do @VerBolsonaro. http://bit.ly/d0swpC,,False,Mon May 17 17:05:04 +0000 2010,14,14172559271
6,TweetDeck,#debate64 Fidel castro financiava a luta armada. Só um idiota pode acreditar q o Diabo Ditador queria implantar uma democracia no Brasil.,,False,Thu Apr 01 02:04:10 +0000 2010,6,11400049652
8,TweetDeck,#debate64 A esquerda treinada em Cuba e ñ podia receber outro tratamento. o PCC d hj pode ser combatido s/ energia?,,False,Thu Apr 01 02:12:08 +0000 2010,2,11400435595
150,Twitter Web Client,FÁBRICA DE RUMINANTES. Debate do Jornal ODIA d hj em q @VerBolsonaro fala sobre o Bolsa-Família. http://bit.ly/c6KG7g,,False,Fri Jun 11 15:48:10 +0000 2010,271,15937840018
1,TweetDeck,"ebate64 Wilson Simonal foi perseguido pela esquerda. daquela época temos Roberto Carlos, Jair RodriguesCaetano Veloso",,False,Thu Apr 01 02:44:21 +0000 2010,2,11401970768
0,Twitter Web Client,"RT @FlávioBolsonaro: Salários de profissionais da Seg. Pública continuam longe do ideal, mesmo com 10% (Vìdeo) http://bit.ly/aebfA6",,False,Wed Jun 09 19:41:28 +0000 2010,4,15797780405
0,TweetDeck,"Em 64, o povo ñ suportava + greves, desordem social e corrupção generalizada!!!",,False,Thu Apr 01 01:46:16 +0000 2010,6,11399181472
6,Twitter Web Client,"Devido a seu currículo, Dilma deveria ter Beira-Mar como Vice.http://youtu.be/LMXhXFMBWxo",,False,Thu Jul 08 17:29:15 +0000 2010,94,18050621805
291,TweetDeck,#debate64 A Esquerda na oposição queria CPI p/ tudo. Hj CPI é palavrão. Enganaram trouxas p/ conseguir voto fácil. Otário é p/ estas coisas.,,False,Thu Apr 01 03:29:05 +0000 2010,91,11404104565
2,Twitter Web Client,Discurso feito hj sobre demagógica greve de fome de Domingos Dutra (PT-MA). http://youtu.be/laG57B8eJJ8,,False,Thu Jun 17 00:30:57 +0000 2010,6,16347875246
2,Twitter Web Client,Aguardo a votação da PEC300. O combate à violência passa por valorização dos Servidores Públicos de Segurança.,,False,Wed May 19 23:16:57 +0000 2010,9,14322860909
1,TweetDeck,#debate Foi um prazer ter debatido c/ pessoas tão inteligentes. Acho q vcs todos foram alunos do Chico.,,False,Thu Apr 01 03:46:03 +0000 2010,0,11404896632
1,Twitter Web Client,Escrevi CARTA ABERTA expondo a verdade sobre o VOTO NULO. ATENÇÃO aos ñ ignorantes. http://bit.ly/bN2IB6,,False,Wed May 12 19:02:28 +0000 2010,7,13866549405
0,TweetDeck,"debate64# o editorial da capa de O Globo de 07/out/84 - JULGAMENTO DA REVOLUÇÃO - sugiro leitura, para quem não tem medo da verdade",,False,Thu Apr 01 04:19:06 +0000 2010,2,11406381330
82,Twitter Web Client,"Aos q me criticam, mto obrigado. Vcs são as razões dos meus discursos! SELVA, aquele abraço!",,False,Thu Jul 08 17:54:01 +0000 2010,65,18052173061
5,TweetDeck,"#debate64 Os financiados por Fidel posam d vítimas na busca d votos e indenizações. O PNDH3 censura a mídia, abole símblos religiosos, etc.",,False,Thu Apr 01 02:16:23 +0000 2010,5,11400639004
20,TweetDeck,"#debate64 OS cassados voltaram. ""Vivemos num mar de ética e horror à corrupção."" Hoje falta um AI-5 p/ os esquerdóides do Mensalão.",,False,Thu Apr 01 03:25:32 +0000 2010,41,11403939430
